Citizenship Country,Apprehension AOR,n_arrests
SENEGAL,Boston Area of Responsibility,4
SENEGAL,Buffalo Area of Responsibility,1
SENEGAL,Chicago Area of Responsibility,13
SENEGAL,Dallas Area of Responsibility,1
SENEGAL,Denver Area of Responsibility,1
SENEGAL,Detroit Area of Responsibility,21
SENEGAL,El Paso Area of Responsibility,1
SENEGAL,Houston Area of Responsibility,1
SENEGAL,Los Angeles Area of Responsibility,4
SENEGAL,New Orleans Area of Responsibility,12
SENEGAL,New York City Area of Responsibility,56
SENEGAL,Newark Area of Responsibility,6
SENEGAL,Philadelphia Area of Responsibility,5
SENEGAL,Phoenix Area of Responsibility,1
SENEGAL,Salt Lake City Area of Responsibility,1
SENEGAL,San Antonio Area of Responsibility,1
SENEGAL,Seattle Area of Responsibility,1
SENEGAL,Washington Area of Responsibility,9
SERBIA,Boston Area of Responsibility,1
SERBIA,Chicago Area of Responsibility,1
SERBIA,New Orleans Area of Responsibility,1
SERBIA,Salt Lake City Area of Responsibility,1
SERBIA AND MONTENEGRO,Miami Area of Responsibility,1
SERBIA AND MONTENEGRO,New Orleans Area of Responsibility,1
SIERRA LEONE,Atlanta Area of Responsibility,4
SIERRA LEONE,Baltimore Area of Responsibility,5
SIERRA LEONE,Buffalo Area of Responsibility,1
SIERRA LEONE,Chicago Area of Responsibility,1
SIERRA LEONE,Miami Area of Responsibility,1
SIERRA LEONE,New Orleans Area of Responsibility,1
SIERRA LEONE,New York City Area of Responsibility,1
SIERRA LEONE,Newark Area of Responsibility,2
SIERRA LEONE,Philadelphia Area of Responsibility,3
SIERRA LEONE,San Francisco Area of Responsibility,2
SIERRA LEONE,Seattle Area of Responsibility,1
SIERRA LEONE,Washington Area of Responsibility,3
SINT EUSTATIUS,New York City Area of Responsibility,0
SLOVAKIA,Baltimore Area of Responsibility,2
SLOVAKIA,Chicago Area of Responsibility,1
SLOVAKIA,Miami Area of Responsibility,2
SLOVAKIA,Newark Area of Responsibility,1
SLOVENIA,Atlanta Area of Responsibility,1
SLOVENIA,Boston Area of Responsibility,1
SLOVENIA,San Francisco Area of Responsibility,1
SOMALIA,Atlanta Area of Responsibility,1
SOMALIA,Buffalo Area of Responsibility,6
SOMALIA,Chicago Area of Responsibility,4
SOMALIA,Dallas Area of Responsibility,2
SOMALIA,Denver Area of Responsibility,1
SOMALIA,Detroit Area of Responsibility,5
SOMALIA,Miami Area of Responsibility,1
SOMALIA,New York City Area of Responsibility,1
SOMALIA,Phoenix Area of Responsibility,3
SOMALIA,Salt Lake City Area of Responsibility,5
SOMALIA,San Diego Area of Responsibility,5
SOMALIA,Seattle Area of Responsibility,5
SOMALIA,St. Paul Area of Responsibility,18
SOMALIA,Washington Area of Responsibility,5
SOUTH AFRICA,Baltimore Area of Responsibility,1
SOUTH AFRICA,Boston Area of Responsibility,1
SOUTH AFRICA,Chicago Area of Responsibility,3
SOUTH AFRICA,Dallas Area of Responsibility,2
SOUTH AFRICA,Denver Area of Responsibility,1
SOUTH AFRICA,Detroit Area of Responsibility,1
SOUTH AFRICA,Harlingen Area of Responsibility,3
SOUTH AFRICA,Miami Area of Responsibility,6
SOUTH AFRICA,New Orleans Area of Responsibility,4
SOUTH AFRICA,Phoenix Area of Responsibility,1
SOUTH AFRICA,Seattle Area of Responsibility,1
SOUTH AFRICA,St. Paul Area of Responsibility,3
SOUTH AFRICA,Washington Area of Responsibility,1
SOUTH KOREA,Atlanta Area of Responsibility,4
SOUTH KOREA,Baltimore Area of Responsibility,3
SOUTH KOREA,Boston Area of Responsibility,1
SOUTH KOREA,Buffalo Area of Responsibility,1
SOUTH KOREA,Chicago Area of Responsibility,1
SOUTH KOREA,Dallas Area of Responsibility,2
SOUTH KOREA,Detroit Area of Responsibility,1
SOUTH KOREA,Houston Area of Responsibility,1
SOUTH KOREA,Los Angeles Area of Responsibility,7
SOUTH KOREA,New Orleans Area of Responsibility,1
SOUTH KOREA,Newark Area of Responsibility,3
SOUTH KOREA,Philadelphia Area of Responsibility,1
SOUTH KOREA,San Antonio Area of Responsibility,1
SOUTH KOREA,San Diego Area of Responsibility,1
SOUTH KOREA,San Francisco Area of Responsibility,5
SOUTH KOREA,Washington Area of Responsibility,1
SOUTH SUDAN,Baltimore Area of Responsibility,1
SOUTH SUDAN,Detroit Area of Responsibility,1
SOUTH SUDAN,Miami Area of Responsibility,1
SOUTH SUDAN,New Orleans Area of Responsibility,2
SOUTH SUDAN,Philadelphia Area of Responsibility,1
SOUTH SUDAN,Phoenix Area of Responsibility,2
SOUTH SUDAN,St. Paul Area of Responsibility,9
SPAIN,Atlanta Area of Responsibility,7
SPAIN,Baltimore Area of Responsibility,3
SPAIN,Boston Area of Responsibility,20
SPAIN,Buffalo Area of Responsibility,4
SPAIN,Chicago Area of Responsibility,4
SPAIN,Dallas Area of Responsibility,1
SPAIN,Detroit Area of Responsibility,3
SPAIN,El Paso Area of Responsibility,1
SPAIN,Harlingen Area of Responsibility,1
SPAIN,Houston Area of Responsibility,11
SPAIN,Los Angeles Area of Responsibility,1
SPAIN,Miami Area of Responsibility,19
SPAIN,New Orleans Area of Responsibility,3
SPAIN,New York City Area of Responsibility,3
SPAIN,Newark Area of Responsibility,12
SPAIN,Philadelphia Area of Responsibility,11
SPAIN,Salt Lake City Area of Responsibility,8
SPAIN,San Antonio Area of Responsibility,1
SPAIN,Seattle Area of Responsibility,1
SPAIN,St. Paul Area of Responsibility,4
SPAIN,Washington Area of Responsibility,4
SRI LANKA,Boston Area of Responsibility,1
SRI LANKA,Buffalo Area of Responsibility,4
SRI LANKA,Dallas Area of Responsibility,2
SRI LANKA,Houston Area of Responsibility,7
SRI LANKA,New York City Area of Responsibility,2
SRI LANKA,San Francisco Area of Responsibility,1
ST. KITTS-NEVIS,Miami Area of Responsibility,6
ST. KITTS-NEVIS,New Orleans Area of Responsibility,1
ST. LUCIA,Boston Area of Responsibility,1
ST. LUCIA,Buffalo Area of Responsibility,4
ST. LUCIA,Chicago Area of Responsibility,2
ST. LUCIA,Miami Area of Responsibility,3
ST. LUCIA,New York City Area of Responsibility,2
ST. LUCIA,Newark Area of Responsibility,2
ST. VINCENT-GRENADINES,Boston Area of Responsibility,1
ST. VINCENT-GRENADINES,Houston Area of Responsibility,1
SUDAN,Atlanta Area of Responsibility,1
SUDAN,Boston Area of Responsibility,2
SUDAN,Buffalo Area of Responsibility,3
SUDAN,Chicago Area of Responsibility,1
SUDAN,Dallas Area of Responsibility,3
SUDAN,Denver Area of Responsibility,2
SUDAN,Detroit Area of Responsibility,1
SUDAN,Houston Area of Responsibility,2
SUDAN,Los Angeles Area of Responsibility,2
SUDAN,Miami Area of Responsibility,1
SUDAN,New Orleans Area of Responsibility,3
SUDAN,New York City Area of Responsibility,1
SUDAN,Philadelphia Area of Responsibility,1
SUDAN,Phoenix Area of Responsibility,3
SUDAN,Salt Lake City Area of Responsibility,10
SUDAN,San Antonio Area of Responsibility,1
SUDAN,San Diego Area of Responsibility,3
SUDAN,Seattle Area of Responsibility,2
SUDAN,St. Paul Area of Responsibility,10
SUDAN,Washington Area of Responsibility,3
SURINAME,Baltimore Area of Responsibility,1
SURINAME,Buffalo Area of Responsibility,1
SURINAME,Miami Area of Responsibility,3
SURINAME,Salt Lake City Area of Responsibility,1
SWEDEN,Atlanta Area of Responsibility,2
SWEDEN,New Orleans Area of Responsibility,1
SYRIA,Atlanta Area of Responsibility,3
SYRIA,Boston Area of Responsibility,1
SYRIA,Buffalo Area of Responsibility,1
SYRIA,Chicago Area of Responsibility,1
SYRIA,Dallas Area of Responsibility,2
SYRIA,Denver Area of Responsibility,2
SYRIA,Detroit Area of Responsibility,1
SYRIA,Houston Area of Responsibility,2
SYRIA,Los Angeles Area of Responsibility,5
SYRIA,Philadelphia Area of Responsibility,1
SYRIA,Phoenix Area of Responsibility,1
SYRIA,San Antonio Area of Responsibility,5
SYRIA,San Diego Area of Responsibility,1
SYRIA,San Francisco Area of Responsibility,1
SYRIA,St. Paul Area of Responsibility,1
SYRIA,Washington Area of Responsibility,2
TAIWAN,Baltimore Area of Responsibility,1
TAIWAN,Boston Area of Responsibility,1
TAIWAN,Buffalo Area of Responsibility,1
TAIWAN,Dallas Area of Responsibility,4
TAIWAN,Detroit Area of Responsibility,1
TAIWAN,El Paso Area of Responsibility,1
TAIWAN,Houston Area of Responsibility,5
TAIWAN,Los Angeles Area of Responsibility,4
TAIWAN,Miami Area of Responsibility,1
TAIWAN,New Orleans Area of Responsibility,1
TAIWAN,San Francisco Area of Responsibility,1
TAIWAN,St. Paul Area of Responsibility,1
TAJIKISTAN,Chicago Area of Responsibility,1
TAJIKISTAN,Denver Area of Responsibility,1
TAJIKISTAN,Los Angeles Area of Responsibility,4
TAJIKISTAN,New York City Area of Responsibility,1
TAJIKISTAN,Newark Area of Responsibility,1
TAJIKISTAN,Philadelphia Area of Responsibility,24
TAJIKISTAN,St. Paul Area of Responsibility,2
TANZANIA,Baltimore Area of Responsibility,1
TANZANIA,Boston Area of Responsibility,1
TANZANIA,Dallas Area of Responsibility,2
TANZANIA,Houston Area of Responsibility,1
TANZANIA,Miami Area of Responsibility,1
TANZANIA,New Orleans Area of Responsibility,1
TANZANIA,Newark Area of Responsibility,2
TANZANIA,Seattle Area of Responsibility,1
TANZANIA,St. Paul Area of Responsibility,1
TANZANIA,Washington Area of Responsibility,1
THAILAND,Atlanta Area of Responsibility,2
THAILAND,Boston Area of Responsibility,1
THAILAND,Buffalo Area of Responsibility,1
THAILAND,Dallas Area of Responsibility,1
THAILAND,Denver Area of Responsibility,1
THAILAND,Houston Area of Responsibility,1
THAILAND,Los Angeles Area of Responsibility,2
THAILAND,Miami Area of Responsibility,5
THAILAND,New Orleans Area of Responsibility,2
THAILAND,Philadelphia Area of Responsibility,1
THAILAND,Phoenix Area of Responsibility,1
THAILAND,Salt Lake City Area of Responsibility,1
THAILAND,San Antonio Area of Responsibility,1
THAILAND,San Francisco Area of Responsibility,3
THAILAND,Seattle Area of Responsibility,1
THAILAND,St. Paul Area of Responsibility,2
THAILAND,Washington Area of Responsibility,1
TOGO,Atlanta Area of Responsibility,1
TOGO,Baltimore Area of Responsibility,3
TOGO,Buffalo Area of Responsibility,1
TOGO,Miami Area of Responsibility,1
TOGO,New York City Area of Responsibility,2
TOGO,Salt Lake City Area of Responsibility,1
TOGO,San Antonio Area of Responsibility,2
TOGO,St. Paul Area of Responsibility,2
TOGO,Washington Area of Responsibility,4
TONGA,Dallas Area of Responsibility,1
TONGA,Salt Lake City Area of Responsibility,2
TONGA,San Francisco Area of Responsibility,4
TRINIDAD AND TOBAGO,Atlanta Area of Responsibility,1
TRINIDAD AND TOBAGO,Baltimore Area of Responsibility,2
TRINIDAD AND TOBAGO,Boston Area of Responsibility,1
TRINIDAD AND TOBAGO,Buffalo Area of Responsibility,8
TRINIDAD AND TOBAGO,Harlingen Area of Responsibility,1
TRINIDAD AND TOBAGO,Houston Area of Responsibility,1
TRINIDAD AND TOBAGO,Miami Area of Responsibility,14
TRINIDAD AND TOBAGO,New York City Area of Responsibility,3
TRINIDAD AND TOBAGO,Newark Area of Responsibility,4
TRINIDAD AND TOBAGO,Philadelphia Area of Responsibility,5
TRINIDAD AND TOBAGO,Phoenix Area of Responsibility,1
TRINIDAD AND TOBAGO,Salt Lake City Area of Responsibility,1
TRINIDAD AND TOBAGO,St. Paul Area of Responsibility,1
TUNISIA,Dallas Area of Responsibility,1
TUNISIA,Miami Area of Responsibility,3
TUNISIA,New Orleans Area of Responsibility,2
TUNISIA,New York City Area of Responsibility,1
TUNISIA,Seattle Area of Responsibility,1
TUNISIA,Washington Area of Responsibility,2
TURKIYE,Atlanta Area of Responsibility,4
TURKIYE,Baltimore Area of Responsibility,7
TURKIYE,Boston Area of Responsibility,20
TURKIYE,Buffalo Area of Responsibility,3
TURKIYE,Chicago Area of Responsibility,1
TURKIYE,Denver Area of Responsibility,4
TURKIYE,Detroit Area of Responsibility,8
TURKIYE,El Paso Area of Responsibility,1
TURKIYE,Harlingen Area of Responsibility,2
TURKIYE,Houston Area of Responsibility,3
TURKIYE,Los Angeles Area of Responsibility,3
TURKIYE,Miami Area of Responsibility,12
TURKIYE,New Orleans Area of Responsibility,12
TURKIYE,New York City Area of Responsibility,10
TURKIYE,Newark Area of Responsibility,31
TURKIYE,Philadelphia Area of Responsibility,30
TURKIYE,Phoenix Area of Responsibility,3
TURKIYE,San Antonio Area of Responsibility,11
TURKIYE,San Diego Area of Responsibility,10
TURKIYE,San Francisco Area of Responsibility,6
TURKIYE,St. Paul Area of Responsibility,1
TURKIYE,Washington Area of Responsibility,15
TURKMENISTAN,Chicago Area of Responsibility,1
TURKMENISTAN,Dallas Area of Responsibility,1
TURKMENISTAN,Seattle Area of Responsibility,1
TURKS AND CAICOS ISLANDS,Atlanta Area of Responsibility,1
TURKS AND CAICOS ISLANDS,Buffalo Area of Responsibility,1
TURKS AND CAICOS ISLANDS,Miami Area of Responsibility,2
UGANDA,Boston Area of Responsibility,2
UGANDA,Denver Area of Responsibility,1
UGANDA,Houston Area of Responsibility,1
UGANDA,Miami Area of Responsibility,1
UGANDA,Philadelphia Area of Responsibility,1
UGANDA,Phoenix Area of Responsibility,1
UGANDA,San Antonio Area of Responsibility,1
UKRAINE,Atlanta Area of Responsibility,6
UKRAINE,Baltimore Area of Responsibility,1
UKRAINE,Boston Area of Responsibility,1
UKRAINE,Buffalo Area of Responsibility,1
UKRAINE,Chicago Area of Responsibility,2
UKRAINE,Dallas Area of Responsibility,1
UKRAINE,El Paso Area of Responsibility,1
UKRAINE,Houston Area of Responsibility,2
UKRAINE,Los Angeles Area of Responsibility,2
UKRAINE,Miami Area of Responsibility,12
UKRAINE,New Orleans Area of Responsibility,2
UKRAINE,New York City Area of Responsibility,6
UKRAINE,Newark Area of Responsibility,1
UKRAINE,Philadelphia Area of Responsibility,12
UKRAINE,Phoenix Area of Responsibility,3
UKRAINE,Salt Lake City Area of Responsibility,1
UKRAINE,San Diego Area of Responsibility,1
UKRAINE,San Francisco Area of Responsibility,2
UKRAINE,Seattle Area of Responsibility,6
UKRAINE,Washington Area of Responsibility,1
UNITED ARAB EMIRATES,Atlanta Area of Responsibility,1
UNITED KINGDOM,Atlanta Area of Responsibility,6
UNITED KINGDOM,Baltimore Area of Responsibility,2
UNITED KINGDOM,Boston Area of Responsibility,11
UNITED KINGDOM,Buffalo Area of Responsibility,1
UNITED KINGDOM,Chicago Area of Responsibility,3
UNITED KINGDOM,Dallas Area of Responsibility,3
UNITED KINGDOM,Denver Area of Responsibility,2
UNITED KINGDOM,Detroit Area of Responsibility,1
UNITED KINGDOM,Harlingen Area of Responsibility,1
UNITED KINGDOM,Houston Area of Responsibility,3
UNITED KINGDOM,Los Angeles Area of Responsibility,6
UNITED KINGDOM,Miami Area of Responsibility,15
UNITED KINGDOM,New Orleans Area of Responsibility,3
UNITED KINGDOM,New York City Area of Responsibility,3
UNITED KINGDOM,Newark Area of Responsibility,7
UNITED KINGDOM,Philadelphia Area of Responsibility,4
UNITED KINGDOM,Salt Lake City Area of Responsibility,2
UNITED KINGDOM,San Antonio Area of Responsibility,5
UNITED KINGDOM,San Diego Area of Responsibility,1
UNITED KINGDOM,San Francisco Area of Responsibility,1
UNITED KINGDOM,Seattle Area of Responsibility,2
UNITED KINGDOM,St. Paul Area of Responsibility,1
UNITED KINGDOM,Washington Area of Responsibility,5
URUGUAY,Atlanta Area of Responsibility,1
URUGUAY,Boston Area of Responsibility,1
URUGUAY,Chicago Area of Responsibility,1
URUGUAY,Dallas Area of Responsibility,2
URUGUAY,Houston Area of Responsibility,1
URUGUAY,Miami Area of Responsibility,7
URUGUAY,New Orleans Area of Responsibility,1
URUGUAY,Newark Area of Responsibility,5
URUGUAY,Philadelphia Area of Responsibility,2
USSR,Atlanta Area of Responsibility,1
USSR,Buffalo Area of Responsibility,1
USSR,Los Angeles Area of Responsibility,3
USSR,Miami Area of Responsibility,1
USSR,Newark Area of Responsibility,1
USSR,San Francisco Area of Responsibility,1
UZBEKISTAN,Atlanta Area of Responsibility,4
UZBEKISTAN,Baltimore Area of Responsibility,5
UZBEKISTAN,Chicago Area of Responsibility,5
UZBEKISTAN,Denver Area of Responsibility,1
UZBEKISTAN,Detroit Area of Responsibility,23
UZBEKISTAN,Houston Area of Responsibility,1
UZBEKISTAN,Los Angeles Area of Responsibility,1
UZBEKISTAN,Miami Area of Responsibility,4
UZBEKISTAN,New Orleans Area of Responsibility,7
UZBEKISTAN,New York City Area of Responsibility,19
UZBEKISTAN,Newark Area of Responsibility,3
UZBEKISTAN,Philadelphia Area of Responsibility,43
UZBEKISTAN,Phoenix Area of Responsibility,1
UZBEKISTAN,San Antonio Area of Responsibility,3
UZBEKISTAN,San Diego Area of Responsibility,1
UZBEKISTAN,San Francisco Area of Responsibility,5
UZBEKISTAN,Washington Area of Responsibility,2
VENEZUELA,Atlanta Area of Responsibility,713
VENEZUELA,Baltimore Area of Responsibility,70
VENEZUELA,Boston Area of Responsibility,57
VENEZUELA,Buffalo Area of Responsibility,59
VENEZUELA,Chicago Area of Responsibility,633
VENEZUELA,Dallas Area of Responsibility,1079
VENEZUELA,Denver Area of Responsibility,376
VENEZUELA,Detroit Area of Responsibility,254
VENEZUELA,El Paso Area of Responsibility,345
VENEZUELA,HQ Area of Responsibility,3
VENEZUELA,Harlingen Area of Responsibility,45
VENEZUELA,Houston Area of Responsibility,293
VENEZUELA,Los Angeles Area of Responsibility,125
VENEZUELA,Miami Area of Responsibility,987
VENEZUELA,New Orleans Area of Responsibility,474
VENEZUELA,New York City Area of Responsibility,185
VENEZUELA,Newark Area of Responsibility,120
VENEZUELA,Philadelphia Area of Responsibility,174
VENEZUELA,Phoenix Area of Responsibility,214
VENEZUELA,Salt Lake City Area of Responsibility,288
VENEZUELA,San Antonio Area of Responsibility,734
VENEZUELA,San Diego Area of Responsibility,80
VENEZUELA,San Francisco Area of Responsibility,62
VENEZUELA,Seattle Area of Responsibility,129
VENEZUELA,St. Paul Area of Responsibility,112
VENEZUELA,Washington Area of Responsibility,334
VIETNAM,Atlanta Area of Responsibility,26
VIETNAM,Baltimore Area of Responsibility,19
VIETNAM,Boston Area of Responsibility,12
VIETNAM,Buffalo Area of Responsibility,10
VIETNAM,Chicago Area of Responsibility,16
VIETNAM,Dallas Area of Responsibility,39
VIETNAM,Denver Area of Responsibility,1
VIETNAM,Detroit Area of Responsibility,9
VIETNAM,El Paso Area of Responsibility,5
VIETNAM,Harlingen Area of Responsibility,2
VIETNAM,Houston Area of Responsibility,27
VIETNAM,Los Angeles Area of Responsibility,103
VIETNAM,Miami Area of Responsibility,8
VIETNAM,New Orleans Area of Responsibility,43
VIETNAM,New York City Area of Responsibility,3
VIETNAM,Newark Area of Responsibility,1
VIETNAM,Philadelphia Area of Responsibility,5
VIETNAM,Phoenix Area of Responsibility,20
VIETNAM,Salt Lake City Area of Responsibility,1
VIETNAM,San Antonio Area of Responsibility,13
VIETNAM,San Diego Area of Responsibility,35
VIETNAM,San Francisco Area of Responsibility,27
VIETNAM,Seattle Area of Responsibility,4
VIETNAM,St. Paul Area of Responsibility,4
VIETNAM,Washington Area of Responsibility,23
YEMEN,Baltimore Area of Responsibility,1
YEMEN,Buffalo Area of Responsibility,1
YEMEN,Detroit Area of Responsibility,6
YEMEN,Los Angeles Area of Responsibility,1
YEMEN,New Orleans Area of Responsibility,1
YEMEN,New York City Area of Responsibility,2
YEMEN,Philadelphia Area of Responsibility,1
YEMEN,Salt Lake City Area of Responsibility,2
YEMEN,San Antonio Area of Responsibility,1
YEMEN,Washington Area of Responsibility,1
YUGOSLAVIA,Miami Area of Responsibility,2
YUGOSLAVIA,Newark Area of Responsibility,2
ZAMBIA,Atlanta Area of Responsibility,1
ZAMBIA,Chicago Area of Responsibility,1
ZAMBIA,El Paso Area of Responsibility,1
ZAMBIA,Miami Area of Responsibility,2
ZAMBIA,Salt Lake City Area of Responsibility,1
ZIMBABWE,Atlanta Area of Responsibility,2
ZIMBABWE,Boston Area of Responsibility,2
ZIMBABWE,Dallas Area of Responsibility,10
ZIMBABWE,Detroit Area of Responsibility,1
ZIMBABWE,Houston Area of Responsibility,1
ZIMBABWE,Los Angeles Area of Responsibility,3
ZIMBABWE,Miami Area of Responsibility,1
ZIMBABWE,New Orleans Area of Responsibility,1
ZIMBABWE,Newark Area of Responsibility,1
ZIMBABWE,Philadelphia Area of Responsibility,1
ZIMBABWE,St. Paul Area of Responsibility,1
